id,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00000430832_057 mut chr17:3486599-3486768 strand=-1 len=33.93.44,37.0,73.0,48.0,0.0,54.0,0.0,29.0,0.0
ENSE00000430832_058 mut chr17:3486599-3486768 strand=-1 len=33.93.44,55.0,7.0,40.0,0.0,4.0,0.0,6.0,4.0
ENSE00000430832_059 mut chr17:3486599-3486768 strand=-1 len=33.93.44,241.0,0.0,49.0,11.0,183.0,9.0,92.0,0.0
ENSE00000430832_060 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,14.0,12.0,36.0,69.0,128.0,16.0
ENSE00000430832_061 mut chr17:3486599-3486768 strand=-1 len=33.93.44,7.0,26.0,84.0,142.0,65.0,12.0,130.0,259.0
ENSE00000430832_062 mut chr17:3486599-3486768 strand=-1 len=33.93.44,27.0,12.0,8.0,14.0,0.0,0.0,22.0,6.0
ENSE00000430832_063 mut chr17:3486599-3486768 strand=-1 len=33.93.44,21.0,17.0,79.0,74.0,10.0,0.0,76.0,63.0
ENSE00000430832_064 mut chr17:3486599-3486768 strand=-1 len=33.93.44,12.0,48.0,11.0,16.0,0.0,0.0,7.0,0.0
ENSE00000430832_065 mut chr17:3486599-3486768 strand=-1 len=33.93.44,393.0,32.0,37.0,0.0,272.0,5.0,49.0,0.0
ENSE00000430832_066 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,22.0,43.0,95.0,4.0,8.0,60.0,107.0
ENSE00000430832_067 mut chr17:3486599-3486768 strand=-1 len=33.93.44,7.0,40.0,47.0,123.0,4.0,8.0,39.0,201.0
ENSE00000430832_068 mut chr17:3486599-3486768 strand=-1 len=33.93.44,13.0,1.0,90.0,138.0,13.0,0.0,36.0,3.0
ENSE00000430832_069 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,15.0,59.0,103.0,6.0,0.0,99.0,165.0
ENSE00000430832_070 mut chr17:3486599-3486768 strand=-1 len=33.93.44,5.0,1.0,35.0,42.0,1.0,1.0,28.0,20.0
ENSE00000430832_071 mut chr17:3486599-3486768 strand=-1 len=33.93.44,1.0,0.0,1.0,63.0,0.0,0.0,11.0,28.0
ENSE00000430832_072 mut chr17:3486599-3486768 strand=-1 len=33.93.44,8.0,26.0,31.0,55.0,0.0,13.0,6.0,35.0
ENSE00000430832_073 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,16.0,44.0,3.0,0.0,69.0,140.0
ENSE00000430832_074 mut chr17:3486599-3486768 strand=-1 len=33.93.44,996.0,3.0,205.0,0.0,444.0,3.0,161.0,14.0
ENSE00000430832_075 mut chr17:3486599-3486768 strand=-1 len=33.93.44,157.0,0.0,36.0,0.0,223.0,0.0,20.0,0.0
ENSE00000430832_076 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,2.0,97.0,118.0,0.0,0.0,18.0,56.0
ENSE00000430832_077 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,10.0,12.0,24.0,0.0,16.0,10.0
"ENSE00000432415 chr1:11876615-11876784 strand=1 len=57.66.47 ccds=CCDS41249.1,CCDS41251.1,CCDS41250.1,CCDS41249.1,CCDS138.1",0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0
"ENSE00000432518 chr1:12304544-12304713 strand=1 len=50.81.39 ccds=CCDS30589.1,CCDS30588.1",1.0,0.0,41.0,61.0,11.0,0.0,52.0,105.0
ENSE00000433454 chr8:24356699-24356868 strand=1 len=50.81.39 ccds=CCDS6045.1,80.0,4.0,0.0,0.0,34.0,0.0,15.0,0.0
ENSE00000434370 chr7:97949326-97949495 strand=-1 len=44.72.54 ccds=CCDS34687.1,13.0,10.0,92.0,128.0,4.0,19.0,55.0,158.0
"ENSE00000436145 chr2:128522716-128522885 strand=-1 len=32.96.42 ccds=CCDS42746.1,CCDS2150.1,CCDS46407.1",30.0,0.0,57.0,207.0,24.0,39.0,146.0,293.0
ENSE00000442121 chr8:39550069-39550238 strand=1 len=50.81.39 ccds=CCDS6113.1,1.0,8.0,11.0,32.0,5.0,0.0,18.0,36.0
ENSE00000442427 chr6:117739568-117739737 strand=-1 len=57.45.68 ccds=CCDS5116.1,0.0,0.0,0.0,0.0,0.0,4.0,18.0,18.0
"ENSE00000445652 chr17:45894113-45894282 strand=-1 len=33.93.44 ccds=CCDS11515.1,CCDS11515.1",25.0,3.0,0.0,20.0,0.0,21.0,1.0,0.0
ENSE00000445652_001 mut chr17:45894113-45894282 strand=-1 len=33.93.44,29.0,0.0,8.0,0.0,41.0,0.0,11.0,0.0
ENSE00000445652_002 mut chr17:45894113-45894282 strand=-1 len=33.93.44,16.0,31.0,25.0,29.0,3.0,7.0,15.0,31.0
ENSE00000445652_003 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
ENSE00000445652_004 mut chr17:45894113-45894282 strand=-1 len=33.93.44,33.0,15.0,0.0,17.0,0.0,0.0,0.0,6.0
ENSE00000445652_005 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0
ENSE00000445652_006 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,3.0,12.0,0.0,2.0,21.0,40.0
ENSE00000445652_007 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,24.0,31.0,16.0,0.0,134.0,144.0
ENSE00000445652_008 mut chr17:45894113-45894282 strand=-1 len=33.93.44,16.0,200.0,33.0,32.0,0.0,45.0,46.0,42.0
ENSE00000445652_009 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,45.0,48.0,20.0,9.0,34.0,18.0,14.0
ENSE00000445652_010 mut chr17:45894113-45894282 strand=-1 len=33.93.44,68.0,48.0,19.0,1.0,26.0,9.0,38.0,0.0
ENSE00000445652_011 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,17.0,6.0,0.0,28.0,13.0,2.0,0.0
ENSE00000445652_012 mut chr17:45894113-45894282 strand=-1 len=33.93.44,476.0,0.0,104.0,0.0,85.0,0.0,23.0,0.0
ENSE00000445652_013 mut chr17:45894113-45894282 strand=-1 len=33.93.44,9.0,0.0,9.0,0.0,73.0,0.0,26.0,0.0
ENSE00000445652_014 mut chr17:45894113-45894282 strand=-1 len=33.93.44,126.0,3.0,21.0,0.0,62.0,0.0,25.0,0.0
ENSE00000445652_015 mut chr17:45894113-45894282 strand=-1 len=33.93.44,128.0,0.0,21.0,34.0,4.0,0.0,75.0,13.0
ENSE00000445652_016 mut chr17:45894113-45894282 strand=-1 len=33.93.44,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSE00000445652_017 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,10.0,7.0,0.0,0.0,0.0,6.0
ENSE00000445652_019 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSE00000445652_020 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,2.0,12.0,38.0,0.0,3.0,30.0,57.0
ENSE00000445652_021 mut chr17:45894113-45894282 strand=-1 len=33.93.44,11.0,48.0,1.0,41.0,0.0,2.0,0.0,0.0
ENSE00000445652_022 mut chr17:45894113-45894282 strand=-1 len=33.93.44,109.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
ENSE00000445652_023 mut chr17:45894113-45894282 strand=-1 len=33.93.44,63.0,2.0,34.0,0.0,80.0,0.0,45.0,0.0
ENSE00000445652_024 mut chr17:45894113-45894282 strand=-1 len=33.93.44,55.0,138.0,53.0,31.0,13.0,0.0,15.0,49.0
ENSE00000445652_025 mut chr17:45894113-45894282 strand=-1 len=33.93.44,2.0,27.0,9.0,23.0,24.0,7.0,39.0,14.0
ENSE00000445652_026 mut chr17:45894113-45894282 strand=-1 len=33.93.44,39.0,0.0,18.0,2.0,36.0,0.0,5.0,0.0
ENSE00000445652_027 mut chr17:45894113-45894282 strand=-1 len=33.93.44,40.0,0.0,18.0,5.0,15.0,0.0,0.0,0.0
ENSE00000445652_028 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,39.0,6.0,38.0,35.0,33.0,72.0,67.0
ENSE00000445652_030 mut chr17:45894113-45894282 strand=-1 len=33.93.44,3.0,98.0,25.0,26.0,0.0,6.0,10.0,0.0
ENSE00000445652_031 mut chr17:45894113-45894282 strand=-1 len=33.93.44,2.0,201.0,79.0,71.0,0.0,22.0,1.0,14.0
ENSE00000445652_032 mut chr17:45894113-45894282 strand=-1 len=33.93.44,49.0,0.0,24.0,0.0,200.0,8.0,115.0,0.0
ENSE00000445652_033 mut chr17:45894113-45894282 strand=-1 len=33.93.44,39.0,4.0,28.0,50.0,14.0,0.0,49.0,139.0
ENSE00000445652_034 mut chr17:45894113-45894282 strand=-1 len=33.93.44,74.0,0.0,39.0,0.0,15.0,0.0,12.0,0.0
ENSE00000445652_035 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,39.0,34.0,0.0,10.0,12.0,27.0
ENSE00000445652_036 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0
ENSE00000445652_037 mut chr17:45894113-45894282 strand=-1 len=33.93.44,19.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
ENSE00000445652_038 mut chr17:45894113-45894282 strand=-1 len=33.93.44,53.0,21.0,88.0,137.0,22.0,1.0,71.0,164.0
ENSE00000445652_039 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,47.0,10.0,20.0,0.0,0.0,0.0,0.0
ENSE00000445652_040 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0
ENSE00000445652_041 mut chr17:45894113-45894282 strand=-1 len=33.93.44,82.0,0.0,3.0,0.0,34.0,0.0,12.0,0.0
ENSE00000445652_042 mut chr17:45894113-45894282 strand=-1 len=33.93.44,144.0,43.0,59.0,0.0,25.0,123.0,13.0,1.0
ENSE00000445652_043 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,30.0,16.0,0.0,0.0,16.0,0.0,9.0
ENSE00000445652_044 mut chr17:45894113-45894282 strand=-1 len=33.93.44,88.0,0.0,17.0,0.0,30.0,0.0,20.0,0.0
ENSE00000445652_045 mut chr17:45894113-45894282 strand=-1 len=33.93.44,5.0,0.0,29.0,0.0,59.0,0.0,41.0,0.0
ENSE00000445652_046 mut chr17:45894113-45894282 strand=-1 len=33.93.44,46.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
ENSE00000445652_047 mut chr17:45894113-45894282 strand=-1 len=33.93.44,77.0,0.0,24.0,0.0,121.0,0.0,32.0,0.0
ENSE00000445652_049 mut chr17:45894113-45894282 strand=-1 len=33.93.44,153.0,0.0,74.0,0.0,0.0,2.0,1.0,0.0
ENSE00000445652_050 mut chr17:45894113-45894282 strand=-1 len=33.93.44,365.0,38.0,31.0,0.0,36.0,0.0,19.0,4.0
ENSE00000445652_051 mut chr17:45894113-45894282 strand=-1 len=33.93.44,92.0,0.0,0.0,0.0,45.0,0.0,77.0,0.0
ENSE00000445652_052 mut chr17:45894113-45894282 strand=-1 len=33.93.44,12.0,3.0,9.0,64.0,24.0,0.0,5.0,0.0
ENSE00000445652_053 mut chr17:45894113-45894282 strand=-1 len=33.93.44,56.0,0.0,30.0,8.0,28.0,20.0,16.0,0.0
ENSE00000445652_054 mut chr17:45894113-45894282 strand=-1 len=33.93.44,150.0,0.0,20.0,0.0,47.0,0.0,6.0,0.0
ENSE00000445652_055 mut chr17:45894113-45894282 strand=-1 len=33.93.44,40.0,3.0,36.0,0.0,2.0,0.0,0.0,0.0
ENSE00000445652_056 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSE00000445652_057 mut chr17:45894113-45894282 strand=-1 len=33.93.44,233.0,0.0,66.0,0.0,116.0,9.0,91.0,2.0
ENSE00000445652_058 mut chr17:45894113-45894282 strand=-1 len=33.93.44,50.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
ENSE00000445652_059 mut chr17:45894113-45894282 strand=-1 len=33.93.44,129.0,0.0,20.0,0.0,213.0,0.0,114.0,0.0
ENSE00000445652_060 mut chr17:45894113-45894282 strand=-1 len=33.93.44,82.0,0.0,0.0,12.0,80.0,0.0,18.0,0.0
ENSE00000445652_063 mut chr17:45894113-45894282 strand=-1 len=33.93.44,35.0,0.0,33.0,47.0,0.0,11.0,9.0,17.0
ENSE00000445652_064 mut chr17:45894113-45894282 strand=-1 len=33.93.44,13.0,0.0,4.0,10.0,0.0,0.0,49.0,45.0
ENSE00000445652_065 mut chr17:45894113-45894282 strand=-1 len=33.93.44,4.0,58.0,6.0,0.0,0.0,0.0,10.0,0.0
ENSE00000445652_066 mut chr17:45894113-45894282 strand=-1 len=33.93.44,120.0,0.0,2.0,1.0,12.0,0.0,17.0,0.0
ENSE00000445652_067 mut chr17:45894113-45894282 strand=-1 len=33.93.44,679.0,8.0,116.0,0.0,14.0,3.0,55.0,0.0
ENSE00000445652_068 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,22.0,0.0,4.0,3.0,1.0,0.0
ENSE00000445652_069 mut chr17:45894113-45894282 strand=-1 len=33.93.44,21.0,25.0,6.0,0.0,32.0,0.0,17.0,0.0
ENSE00000445652_070 mut chr17:45894113-45894282 strand=-1 len=33.93.44,7.0,0.0,3.0,0.0,14.0,12.0,7.0,8.0
ENSE00000445652_071 mut chr17:45894113-45894282 strand=-1 len=33.93.44,28.0,0.0,23.0,38.0,0.0,0.0,0.0,4.0
ENSE00000445652_072 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0
ENSE00000445652_073 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,25.0,0.0,0.0,34.0,9.0
ENSE00000445652_074 mut chr17:45894113-45894282 strand=-1 len=33.93.44,3.0,0.0,27.0,13.0,7.0,0.0,16.0,70.0
ENSE00000445652_075 mut chr17:45894113-45894282 strand=-1 len=33.93.44,24.0,0.0,7.0,10.0,12.0,0.0,0.0,0.0
ENSE00000445652_076 mut chr17:45894113-45894282 strand=-1 len=33.93.44,41.0,38.0,10.0,5.0,227.0,10.0,88.0,4.0
ENSE00000445652_077 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0
ENSE00000445652_078 mut chr17:45894113-45894282 strand=-1 len=33.93.44,2.0,15.0,26.0,39.0,15.0,29.0,34.0,7.0
"ENSE00000450237 chr15:62147032-62147201 strand=-1 len=38.84.48 ccds=CCDS32257.1,CCDS10180.1",7.0,174.0,47.0,102.0,29.0,47.0,54.0,83.0
ENSE00000452542 chr12:4458934-4459103 strand=1 len=51.78.41 ccds=CCDS8525.1,0.0,0.0,3.0,14.0,0.0,0.0,5.0,12.0
"ENSE00000452554 chr12:3046756-3046925 strand=1 len=41.99.30 ccds=CCDS8519.1,CCDS8519.1",11.0,19.0,69.0,97.0,0.0,3.0,44.0,30.0
ENSE00000453467 chr3:158388698-158388867 strand=-1 len=48.63.59 ccds=CCDS3183.1,22.0,0.0,78.0,86.0,0.0,2.0,33.0,52.0
"ENSE00000454471 chr7:87848136-87848305 strand=-1 len=38.84.48 ccds=CCDS5612.1,CCDS47638.1",24.0,78.0,291.0,450.0,101.0,122.0,268.0,544.0
"ENSE00000460934 chr7:38253907-38254076 strand=1 len=51.78.41 ccds=CCDS5455.1,CCDS5455.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSE00000462919 chr13:47308005-47308174 strand=1 len=51.78.41 ccds=CCDS31972.1,1.0,9.0,7.0,6.0,0.0,0.0,6.0,0.0
ENSE00000468680 chr6:83888354-83888523 strand=-1 len=38.84.48 ccds=CCDS4997.1,0.0,0.0,22.0,6.0,8.0,5.0,9.0,10.0
"ENSE00000471493 chr2:188216588-188216757 strand=-1 len=59.42.69 ccds=CCDS2293.1,CCDS2293.1,CCDS2293.1",27.0,0.0,19.0,20.0,60.0,0.0,60.0,3.0
ENSE00000478413 chr5:54640309-54640478 strand=1 len=41.99.30 ccds=CCDS3967.1,593.0,8.0,211.0,5.0,346.0,10.0,227.0,8.0
ENSE00000482252 chr12:14805838-14806007 strand=-1 len=48.63.59 ccds=CCDS8664.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
ENSE00000483335 chr9:36607531-36607700 strand=1 len=41.99.30 ccds=CCDS6606.1,0.0,0.0,10.0,5.0,0.0,0.0,9.0,2.0
"ENSE00000484047 chr3:148785995-148786164 strand=-1 len=32.96.42 ccds=CCDS33875.1,CCDS33875.1,CCDS33875.1",11.0,6.0,17.0,92.0,0.0,0.0,0.0,14.0
"ENSE00000486414 chr18:56040364-56040533 strand=1 len=42.96.32 ccds=CCDS45873.1,CCDS45876.1,CCDS45876.1,CCDS45872.1,CCDS45875.1,CCDS45875.1,CCDS45874.1",7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"ENSE00000492074 chr3:37150072-37150241 strand=-1 len=56.48.66 ccds=CCDS2664.1,CCDS2664.1",0.0,180.0,74.0,118.0,18.0,19.0,11.0,32.0
ENSE00000494487 chr19:16539463-16539632 strand=-1 len=50.60.60 ccds=CCDS32944.1,6.0,19.0,42.0,79.0,0.0,0.0,44.0,93.0
"ENSE00000502777 chr10:99155937-99156106 strand=-1 len=38.84.48 ccds=CCDS7457.1,CCDS44467.1",0.0,0.0,6.0,55.0,0.0,4.0,17.0,58.0
ENSE00000514907 chr13:99364716-99364885 strand=-1 len=36.87.47 ccds=CCDS9489.1,0.0,15.0,54.0,129.0,5.0,4.0,25.0,99.0
ENSE00000514908 chr13:99364073-99364242 strand=-1 len=35.90.45 ccds=CCDS9489.1,274.0,406.0,272.0,7.0,253.0,20.0,191.0,0.0
ENSE00000521581 chr1:115123887-115124056 strand=-1 len=33.93.44 ccds=CCDS874.1,43.0,0.0,1.0,8.0,7.0,0.0,136.0,202.0
ENSE00000521765 chr18:2585067-2585236 strand=1 len=45.90.35 ccds=CCDS11827.1,0.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0
ENSE00000522305 chr1:201027498-201027667 strand=-1 len=38.84.48 ccds=CCDS1407.1,0.0,0.0,11.0,0.0,8.0,4.0,15.0,74.0
ENSE00000522305_002 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00000522305_003 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,13.0,5.0,0.0,16.0,35.0,38.0
ENSE00000522305_005 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
ENSE00000522305_007 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,10.0,0.0,3.0,15.0
ENSE00000522305_011 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0
ENSE00000522305_012 mut chr1:201027498-201027667 strand=-1 len=38.84.48,13.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_015 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000522305_016 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_018 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
ENSE00000522305_020 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0
ENSE00000522305_023 mut chr1:201027498-201027667 strand=-1 len=38.84.48,5.0,0.0,18.0,69.0,0.0,0.0,11.0,11.0
ENSE00000522305_024 mut chr1:201027498-201027667 strand=-1 len=38.84.48,15.0,0.0,2.0,14.0,0.0,0.0,5.0,11.0
ENSE00000522305_026 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,4.0,54.0,78.0,2.0,10.0,50.0,33.0
ENSE00000522305_031 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,14.0,0.0,0.0,0.0,6.0,6.0
ENSE00000522305_035 mut chr1:201027498-201027667 strand=-1 len=38.84.48,147.0,0.0,49.0,0.0,112.0,0.0,41.0,49.0
ENSE00000522305_036 mut chr1:201027498-201027667 strand=-1 len=38.84.48,60.0,4.0,34.0,1.0,170.0,49.0,136.0,0.0
ENSE00000522305_038 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_040 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
ENSE00000522305_042 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,7.0,0.0,0.0,5.0,38.0
ENSE00000522305_044 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
ENSE00000522305_045 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
ENSE00000522305_048 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000522305_049 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
ENSE00000522305_052 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
ENSE00000522305_053 mut chr1:201027498-201027667 strand=-1 len=38.84.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_054 mut chr1:201027498-201027667 strand=-1 len=38.84.48,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_057 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0
ENSE00000522305_058 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,6.0,0.0,30.0,86.0
ENSE00000522305_065 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,7.0,8.0,10.0,0.0,0.0,7.0,0.0
ENSE00000522305_066 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,3.0,44.0,101.0,8.0,7.0,81.0,172.0
ENSE00000522305_067 mut chr1:201027498-201027667 strand=-1 len=38.84.48,9.0,0.0,66.0,100.0,38.0,3.0,31.0,55.0
ENSE00000522305_068 mut chr1:201027498-201027667 strand=-1 len=38.84.48,16.0,0.0,5.0,0.0,70.0,0.0,5.0,6.0
ENSE00000522305_069 mut chr1:201027498-201027667 strand=-1 len=38.84.48,1074.0,17.0,237.0,12.0,146.0,8.0,121.0,12.0
"ENSE00000525807 chr3:137947716-137947885 strand=1 len=44.93.33 ccds=CCDS3098.1,CCDS3098.1",14.0,0.0,2.0,3.0,0.0,0.0,12.0,74.0
"ENSE00000532987 chr8:41561529-41561698 strand=-1 len=30.99.41 ccds=CCDS6121.1,CCDS6119.1,CCDS47849.1",0.0,0.0,0.0,30.0,0.0,0.0,7.0,54.0
ENSE00000535552 chr17:3635632-3635801 strand=-1 len=30.99.41 ccds=CCDS32531.1,15.0,25.0,14.0,59.0,0.0,7.0,19.0,18.0
ENSE00000535559 chr17:3623569-3623738 strand=-1 len=32.96.42 ccds=CCDS32531.1,59.0,0.0,19.0,0.0,102.0,0.0,53.0,0.0
ENSE00000540397 chr1:40878641-40878810 strand=1 len=47.87.36 ccds=CCDS451.1,12.0,6.0,162.0,128.0,116.0,8.0,259.0,60.0
ENSE00000541227 chr12:14804849-14805018 strand=-1 len=44.72.54 ccds=CCDS8664.1,18.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0
"ENSE00000542105 chr1:32658205-32658374 strand=1 len=53.75.42 ccds=CCDS353.1,CCDS353.1",0.0,22.0,0.0,10.0,18.0,165.0,48.0,41.0
ENSE00000542500 chr2:26420524-26420693 strand=-1 len=36.87.47 ccds=CCDS1721.1,0.0,0.0,14.0,6.0,15.0,0.0,33.0,44.0
ENSE00000562366 chr20:5548088-5548257 strand=-1 len=41.78.51 ccds=CCDS13090.1,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
ENSE00000564470 chr12:120594677-120594846 strand=-1 len=39.81.50 ccds=CCDS41847.1,0.0,1.0,19.0,19.0,18.0,0.0,36.0,74.0
ENSE00000571825 chr14:94170902-94171071 strand=1 len=69.42.59 ccds=CCDS9911.2,29.0,0.0,7.0,2.0,0.0,0.0,8.0,27.0
"ENSE00000572360 chr14:55473966-55474135 strand=-1 len=32.96.42 ccds=CCDS41955.1,CCDS9721.1",152.0,107.0,173.0,431.0,34.0,127.0,158.0,316.0
ENSE00000576053 chr19:10099747-10099916 strand=-1 len=53.54.63 ccds=CCDS12222.1,11.0,9.0,18.0,35.0,2.0,0.0,22.0,41.0
ENSE00000583150 chrX:21761832-21762001 strand=-1 len=36.87.47 ccds=CCDS14200.1,5.0,0.0,49.0,101.0,3.0,1.0,88.0,78.0
ENSE00000585086 chr14:21831550-21831719 strand=-1 len=47.66.57 ccds=CCDS9569.1,1.0,0.0,30.0,85.0,0.0,0.0,40.0,55.0
ENSE00000637291 chr9:88627920-88628089 strand=1 len=41.99.30 ccds=CCDS6673.1,0.0,2.0,0.0,0.0,0.0,27.0,2.0,13.0
ENSE00000648350 chr19:17339002-17339171 strand=1 len=63.54.53 ccds=CCDS12351.1,11.0,20.0,75.0,158.0,5.0,43.0,78.0,57.0
"ENSE00000650335 chr22:18082748-18082917 strand=-1 len=45.69.56 ccds=CCDS42978.1,CCDS42977.1,CCDS13745.1",33.0,88.0,198.0,515.0,7.0,80.0,216.0,430.0
"ENSE00000650337 chr22:18083823-18083992 strand=-1 len=35.90.45 ccds=CCDS42977.1,CCDS13745.1",55.0,0.0,89.0,117.0,0.0,8.0,31.0,81.0
ENSE00000650337_001 mut chr22:18083823-18083992 strand=-1 len=35.90.45,16.0,0.0,6.0,4.0,25.0,0.0,32.0,15.0
ENSE00000650337_002 mut chr22:18083823-18083992 strand=-1 len=35.90.45,70.0,38.0,100.0,83.0,70.0,21.0,136.0,25.0
ENSE00000650337_003 mut chr22:18083823-18083992 strand=-1 len=35.90.45,0.0,5.0,0.0,3.0,0.0,0.0,9.0,8.0
ENSE00000650337_004 mut chr22:18083823-18083992 strand=-1 len=35.90.45,0.0,0.0,41.0,95.0,1.0,2.0,47.0,62.0
ENSE00000650337_005 mut chr22:18083823-18083992 strand=-1 len=35.90.45,0.0,27.0,42.0,115.0,0.0,3.0,12.0,16.0
ENSE00000650337_006 mut chr22:18083823-18083992 strand=-1 len=35.90.45,10.0,0.0,17.0,35.0,0.0,3.0,82.0,60.0
ENSE00000650337_007 mut chr22:18083823-18083992 strand=-1 len=35.90.45,0.0,10.0,39.0,60.0,2.0,34.0,104.0,70.0
ENSE00000650337_008 mut chr22:18083823-18083992 strand=-1 len=35.90.45,77.0,10.0,76.0,131.0,0.0,0.0,56.0,72.0
ENSE00000650337_009 mut chr22:18083823-18083992 strand=-1 len=35.90.45,0.0,0.0,113.0,17.0,0.0,0.0,3.0,41.0
ENSE00000650337_010 mut chr22:18083823-18083992 strand=-1 len=35.90.45,0.0,19.0,32.0,39.0,1.0,1.0,35.0,24.0
