id,R1-DN,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DN,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00000430832_045 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000430832_046 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0
ENSE00000430832_047 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
ENSE00000430832_048 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,8.0,0.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0
ENSE00000430832_049 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0
ENSE00000430832_050 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,3.0,2.0,14.0,0.0,1.0,0.0,3.0,3.0
ENSE00000430832_051 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0
ENSE00000430832_052 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000430832_053 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,6.0,2.0,4.0,0.0,0.0,13.0,0.0,9.0,0.0
ENSE00000430832_054 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,8.0,1.0,0.0,0.0,0.0,26.0,11.0,4.0
ENSE00000430832_055 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,13.0,0.0
ENSE00000430832_056 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,9.0,1.0,4.0,0.0,0.0,15.0,0.0,2.0,1.0
ENSE00000430832_057 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0
ENSE00000430832_058 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,8.0,0.0,3.0,0.0,0.0,7.0,1.0,5.0,0.0
ENSE00000430832_059 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,17.0,0.0,13.0,0.0,0.0,26.0,0.0,19.0,9.0
ENSE00000430832_060 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,1.0,2.0
ENSE00000430832_061 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,2.0,31.0,38.0,48.0,0.0,1.0,24.0,17.0,31.0
ENSE00000430832_062 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,1.0,3.0,2.0,3.0,0.0,6.0,5.0,5.0,0.0
ENSE00000430832_063 mut chr17:3486599-3486768 strand=-1 len=33.93.44,1.0,4.0,0.0,2.0,0.0,0.0,12.0,0.0,4.0,0.0
ENSE00000430832_064 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,7.0,2.0,0.0,0.0,0.0,13.0,8.0,1.0
ENSE00000430832_065 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0
ENSE00000430832_066 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,1.0,54.0,17.0,9.0,0.0,0.0,2.0,12.0,14.0
ENSE00000430832_067 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0
ENSE00000430832_068 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,0.0,12.0,16.0,0.0,1.0,2.0,19.0,34.0
ENSE00000430832_069 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,1.0,4.0,9.0,0.0,5.0,4.0,30.0,46.0
ENSE00000430832_070 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,77.0,4.0,20.0,0.0,0.0,6.0,0.0,15.0,0.0
ENSE00000430832_071 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,1.0,10.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
ENSE00000430832_072 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSE00000430832_073 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,0.0,1.0,5.0,0.0,0.0,4.0,5.0,9.0,0.0
ENSE00000430832_074 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,3573.0,0.0,1672.0,9.0,1.0,1830.0,6.0,266.0,6.0
ENSE00000430832_075 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,190.0,0.0,57.0,0.0,0.0,131.0,0.0,77.0,0.0
ENSE00000430832_076 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,2.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,6.0
ENSE00000430832_077 mut chr17:3486599-3486768 strand=-1 len=33.93.44,0.0,1.0,0.0,4.0,15.0,0.0,1.0,2.0,12.0,8.0
"ENSE00000432415 chr1:11876615-11876784 strand=1 len=57.66.47 ccds=CCDS41249.1,CCDS41251.1,CCDS41250.1,CCDS41249.1,CCDS138.1",0.0,0.0,0.0,226.0,265.0,0.0,63.0,134.0,144.0,536.0
"ENSE00000432518 chr1:12304544-12304713 strand=1 len=50.81.39 ccds=CCDS30589.1,CCDS30588.1",0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,8.0
ENSE00000433454 chr8:24356699-24356868 strand=1 len=50.81.39 ccds=CCDS6045.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00000434370 chr7:97949326-97949495 strand=-1 len=44.72.54 ccds=CCDS34687.1,0.0,6.0,1.0,34.0,102.0,0.0,1.0,21.0,81.0,144.0
"ENSE00000436145 chr2:128522716-128522885 strand=-1 len=32.96.42 ccds=CCDS42746.1,CCDS2150.1,CCDS46407.1",0.0,3.0,3.0,7.0,34.0,1.0,5.0,1.0,42.0,161.0
ENSE00000442427 chr6:117739568-117739737 strand=-1 len=57.45.68 ccds=CCDS5116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"ENSE00000445652 chr17:45894113-45894282 strand=-1 len=33.93.44 ccds=CCDS11515.1,CCDS11515.1",28.0,2988.0,71.0,1907.0,0.0,17.0,3502.0,231.0,2543.0,2813.0
ENSE00000445652_001 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1326.0,2.0,1020.0,0.0,43.0,501.0,0.0,365.0,0.0
ENSE00000445652_002 mut chr17:45894113-45894282 strand=-1 len=33.93.44,112.0,1039.0,254.0,1299.0,0.0,0.0,1275.0,0.0,404.0,0.0
ENSE00000445652_003 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,45.0,463.0,492.0,292.0,18.0,568.0,301.0,886.0,2011.0
ENSE00000445652_004 mut chr17:45894113-45894282 strand=-1 len=33.93.44,76.0,194.0,482.0,1207.0,291.0,0.0,441.0,1824.0,1991.0,998.0
ENSE00000445652_005 mut chr17:45894113-45894282 strand=-1 len=33.93.44,60.0,4.0,0.0,511.0,471.0,46.0,147.0,196.0,832.0,3136.0
ENSE00000445652_006 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,11.0,75.0,222.0,0.0,32.0,277.0,1403.0,2450.0
ENSE00000445652_007 mut chr17:45894113-45894282 strand=-1 len=33.93.44,48.0,1687.0,108.0,1835.0,0.0,0.0,1803.0,110.0,972.0,55.0
ENSE00000445652_008 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,326.0,0.0,235.0,0.0,0.0,1029.0,83.0,913.0,416.0
ENSE00000445652_009 mut chr17:45894113-45894282 strand=-1 len=33.93.44,4.0,1391.0,0.0,492.0,64.0,0.0,1921.0,0.0,1189.0,3.0
ENSE00000445652_010 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1606.0,2.0,705.0,0.0,0.0,2705.0,3.0,438.0,7.0
ENSE00000445652_011 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,628.0,0.0,565.0,0.0,0.0,1389.0,0.0,206.0,0.0
ENSE00000445652_012 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,866.0,1.0,834.0,0.0,0.0,3025.0,0.0,1126.0,0.0
ENSE00000445652_013 mut chr17:45894113-45894282 strand=-1 len=33.93.44,66.0,570.0,1.0,205.0,0.0,0.0,2678.0,84.0,1361.0,0.0
ENSE00000445652_014 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,472.0,1.0,439.0,0.0,0.0,685.0,0.0,110.0,0.0
ENSE00000445652_015 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,794.0,70.0,474.0,0.0,0.0,1816.0,88.0,286.0,110.0
ENSE00000445652_016 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,183.0,0.0,122.0,0.0,0.0,471.0,0.0,127.0,0.0
ENSE00000445652_017 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,26.0,204.0,342.0,6.0,0.0,143.0,738.0,121.0,33.0
ENSE00000445652_018 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,20.0,0.0
ENSE00000445652_019 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,87.0,0.0,55.0,0.0,0.0,179.0,0.0,24.0,0.0
ENSE00000445652_020 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1690.0,37.0,733.0,9.0,1.0,7711.0,135.0,1934.0,176.0
ENSE00000445652_021 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,765.0,10.0,456.0,0.0,0.0,1640.0,0.0,395.0,33.0
ENSE00000445652_022 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,643.0,1.0,175.0,0.0,0.0,524.0,0.0,46.0,0.0
ENSE00000445652_023 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,426.0,0.0,199.0,0.0,0.0,555.0,43.0,41.0,0.0
ENSE00000445652_024 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,2659.0,197.0,1724.0,265.0,0.0,2035.0,183.0,322.0,1.0
ENSE00000445652_025 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,967.0,264.0,1496.0,0.0,0.0,478.0,73.0,455.0,0.0
ENSE00000445652_026 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1326.0,34.0,918.0,24.0,2.0,2696.0,0.0,970.0,0.0
ENSE00000445652_027 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,533.0,0.0,183.0,0.0,0.0,6.0,0.0,30.0,0.0
ENSE00000445652_028 mut chr17:45894113-45894282 strand=-1 len=33.93.44,32.0,1576.0,76.0,1569.0,0.0,0.0,1612.0,118.0,786.0,15.0
ENSE00000445652_029 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,96.0,0.0,141.0,0.0,0.0,41.0,0.0,45.0,0.0
ENSE00000445652_030 mut chr17:45894113-45894282 strand=-1 len=33.93.44,7.0,489.0,13.0,302.0,0.0,0.0,1555.0,0.0,431.0,0.0
ENSE00000445652_031 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,43.0,0.0,64.0,0.0,2.0,444.0,142.0,126.0,7.0
ENSE00000445652_032 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,807.0,3.0,762.0,0.0,0.0,3821.0,74.0,2002.0,0.0
ENSE00000445652_033 mut chr17:45894113-45894282 strand=-1 len=33.93.44,103.0,110.0,102.0,1569.0,1198.0,88.0,129.0,169.0,531.0,2114.0
ENSE00000445652_034 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1250.0,1.0,1308.0,0.0,0.0,1498.0,0.0,891.0,1.0
ENSE00000445652_035 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,168.0,815.0,855.0,345.0,24.0,210.0,1417.0,406.0,1562.0
ENSE00000445652_036 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,428.0,0.0,754.0,0.0,0.0,1415.0,0.0,631.0,0.0
ENSE00000445652_037 mut chr17:45894113-45894282 strand=-1 len=33.93.44,5.0,635.0,0.0,500.0,0.0,0.0,962.0,0.0,118.0,0.0
ENSE00000445652_038 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,2304.0,44.0,1332.0,356.0,0.0,1673.0,35.0,634.0,0.0
ENSE00000445652_039 mut chr17:45894113-45894282 strand=-1 len=33.93.44,24.0,0.0,53.0,355.0,281.0,15.0,18.0,205.0,122.0,588.0
ENSE00000445652_040 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,173.0,16.0,274.0,0.0,0.0,296.0,12.0,27.0,0.0
ENSE00000445652_041 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,64.0,1.0,41.0,0.0,0.0,255.0,0.0,36.0,1.0
ENSE00000445652_042 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,625.0,0.0,702.0,0.0,0.0,1268.0,24.0,369.0,0.0
ENSE00000445652_043 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,898.0,1.0,244.0,0.0,0.0,1742.0,0.0,162.0,0.0
ENSE00000445652_044 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,591.0,0.0,888.0,99.0,0.0,1446.0,345.0,443.0,0.0
ENSE00000445652_045 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,735.0,0.0,619.0,0.0,0.0,647.0,0.0,83.0,0.0
ENSE00000445652_046 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,415.0,0.0,477.0,0.0,0.0,480.0,0.0,345.0,0.0
ENSE00000445652_047 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1288.0,0.0,537.0,0.0,0.0,901.0,0.0,180.0,0.0
ENSE00000445652_048 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,227.0,0.0,171.0,0.0,0.0,606.0,0.0,245.0,0.0
ENSE00000445652_049 mut chr17:45894113-45894282 strand=-1 len=33.93.44,341.0,283.0,191.0,709.0,0.0,0.0,563.0,1085.0,1060.0,1.0
ENSE00000445652_050 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,384.0,10.0,336.0,0.0,0.0,3305.0,0.0,264.0,0.0
ENSE00000445652_051 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1412.0,1.0,798.0,0.0,59.0,1893.0,0.0,980.0,0.0
ENSE00000445652_052 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1137.0,0.0,950.0,0.0,0.0,937.0,0.0,372.0,0.0
ENSE00000445652_053 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1713.0,0.0,1274.0,0.0,0.0,180.0,0.0,124.0,0.0
ENSE00000445652_054 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1551.0,71.0,1274.0,11.0,1.0,10026.0,169.0,5394.0,0.0
ENSE00000445652_055 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1449.0,0.0,904.0,0.0,0.0,709.0,0.0,41.0,0.0
ENSE00000445652_056 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,127.0,0.0,85.0,0.0,0.0,1342.0,0.0,120.0,0.0
ENSE00000445652_057 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1920.0,0.0,914.0,0.0,0.0,730.0,0.0,64.0,10.0
ENSE00000445652_058 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,620.0,0.0,191.0,0.0,0.0,597.0,0.0,103.0,0.0
ENSE00000445652_059 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,120.0,2.0,112.0,0.0,0.0,615.0,0.0,236.0,0.0
ENSE00000445652_060 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,889.0,1.0,531.0,0.0,0.0,2961.0,0.0,294.0,18.0
ENSE00000445652_061 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,202.0,0.0,107.0,0.0,0.0,456.0,44.0,135.0,155.0
ENSE00000445652_062 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,205.0,0.0,383.0,0.0,0.0,973.0,0.0,230.0,0.0
ENSE00000445652_063 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1023.0,83.0,679.0,0.0,0.0,2288.0,56.0,678.0,21.0
ENSE00000445652_064 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,313.0,14.0,299.0,0.0,0.0,172.0,74.0,4.0,0.0
ENSE00000445652_065 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1680.0,90.0,1574.0,0.0,0.0,1058.0,194.0,310.0,0.0
ENSE00000445652_066 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,368.0,0.0,234.0,0.0,0.0,89.0,6.0,37.0,112.0
ENSE00000445652_067 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1402.0,143.0,1040.0,296.0,0.0,647.0,0.0,76.0,0.0
ENSE00000445652_068 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,275.0,0.0,162.0,0.0,0.0,803.0,0.0,139.0,0.0
ENSE00000445652_069 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,1108.0,2.0,669.0,0.0,0.0,1844.0,0.0,1086.0,1.0
ENSE00000445652_070 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,746.0,12.0,234.0,0.0,0.0,1968.0,0.0,1020.0,0.0
ENSE00000445652_071 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,2.0,321.0,331.0,224.0,7.0,128.0,520.0,284.0,364.0
ENSE00000445652_072 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,132.0,0.0,124.0,0.0,0.0,214.0,0.0,155.0,0.0
ENSE00000445652_073 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,542.0,0.0,305.0,0.0,0.0,675.0,2.0,20.0,0.0
ENSE00000445652_074 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,238.0,4996.0,2841.0,191.0,0.0,840.0,805.0,86.0,199.0
ENSE00000445652_075 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,349.0,0.0,347.0,0.0,0.0,564.0,0.0,9.0,0.0
ENSE00000445652_076 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,13.0,1.0,6.0,0.0,0.0,13.0,0.0,12.0,28.0
ENSE00000445652_077 mut chr17:45894113-45894282 strand=-1 len=33.93.44,0.0,175.0,5.0,56.0,0.0,0.0,128.0,0.0,53.0,84.0
ENSE00000445652_078 mut chr17:45894113-45894282 strand=-1 len=33.93.44,4.0,1458.0,270.0,3221.0,736.0,1.0,1959.0,275.0,926.0,81.0
"ENSE00000450237 chr15:62147032-62147201 strand=-1 len=38.84.48 ccds=CCDS32257.1,CCDS10180.1",0.0,0.0,2.0,0.0,16.0,0.0,1.0,0.0,8.0,19.0
ENSE00000452542 chr12:4458934-4459103 strand=1 len=51.78.41 ccds=CCDS8525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"ENSE00000452554 chr12:3046756-3046925 strand=1 len=41.99.30 ccds=CCDS8519.1,CCDS8519.1",0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,13.0
"ENSE00000454471 chr7:87848136-87848305 strand=-1 len=38.84.48 ccds=CCDS5612.1,CCDS47638.1",1.0,189.0,672.0,625.0,530.0,0.0,8.0,971.0,223.0,80.0
ENSE00000462919 chr13:47308005-47308174 strand=1 len=51.78.41 ccds=CCDS31972.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"ENSE00000476928 chr11:44640142-44640311 strand=1 len=48.84.38 ccds=CCDS31469.1,CCDS7909.1",0.0,121.0,6.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000478413 chr5:54640309-54640478 strand=1 len=41.99.30 ccds=CCDS3967.1,0.0,5.0,0.0,0.0,0.0,0.0,59.0,0.0,15.0,1.0
ENSE00000482252 chr12:14805838-14806007 strand=-1 len=48.63.59 ccds=CCDS8664.1,0.0,0.0,12.0,2.0,4.0,0.0,1.0,2.0,6.0,2.0
"ENSE00000486414 chr18:56040364-56040533 strand=1 len=42.96.32 ccds=CCDS45873.1,CCDS45876.1,CCDS45876.1,CCDS45872.1,CCDS45875.1,CCDS45875.1,CCDS45874.1",8.0,0.0,1.0,1.0,3.0,14.0,3.0,0.0,7.0,4.0
"ENSE00000492074 chr3:37150072-37150241 strand=-1 len=56.48.66 ccds=CCDS2664.1,CCDS2664.1",0.0,1.0,5.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0
ENSE00000494487 chr19:16539463-16539632 strand=-1 len=50.60.60 ccds=CCDS32944.1,38.0,72.0,38.0,718.0,994.0,2.0,22.0,24.0,77.0,396.0
"ENSE00000502777 chr10:99155937-99156106 strand=-1 len=38.84.48 ccds=CCDS7457.1,CCDS44467.1",14.0,6.0,11.0,361.0,452.0,0.0,95.0,0.0,85.0,334.0
"ENSE00000514385 chr19:2116162-2116331 strand=-1 len=44.72.54 ccds=CCDS45904.1,CCDS42459.1",0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
ENSE00000514907 chr13:99364716-99364885 strand=-1 len=36.87.47 ccds=CCDS9489.1,0.0,0.0,8.0,3.0,7.0,0.0,2.0,7.0,6.0,10.0
ENSE00000514908 chr13:99364073-99364242 strand=-1 len=35.90.45 ccds=CCDS9489.1,3.0,624.0,4.0,74.0,94.0,0.0,110.0,0.0,62.0,0.0
ENSE00000521581 chr1:115123887-115124056 strand=-1 len=33.93.44 ccds=CCDS874.1,0.0,0.0,1.0,30.0,92.0,0.0,0.0,0.0,7.0,38.0
ENSE00000522305 chr1:201027498-201027667 strand=-1 len=38.84.48 ccds=CCDS1407.1,0.0,0.0,1.0,51.0,622.0,2.0,14.0,0.0,47.0,111.0
ENSE00000522305_001 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
ENSE00000522305_002 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0
ENSE00000522305_004 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,2.0,78.0,0.0,5.0,0.0,4.0,33.0
ENSE00000522305_005 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
ENSE00000522305_006 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,28.0,77.0,0.0,0.0,0.0,2.0,7.0
ENSE00000522305_008 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSE00000522305_009 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_010 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_011 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSE00000522305_012 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00000522305_014 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_015 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,12.0,0.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_016 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,20.0,213.0,0.0,0.0,0.0,1.0,12.0
ENSE00000522305_017 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000522305_020 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,8.0,3.0,84.0,370.0,0.0,0.0,0.0,6.0,14.0
ENSE00000522305_023 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,9.0,3.0,80.0,1062.0,0.0,0.0,1.0,15.0,56.0
ENSE00000522305_024 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000522305_026 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,85.0,15.0,109.0,71.0,0.0,6.0,0.0,9.0,0.0
ENSE00000522305_027 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,63.0,25.0,45.0,26.0,0.0,0.0,23.0,7.0,34.0
ENSE00000522305_029 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,2.0,2.0,24.0,74.0,0.0,0.0,0.0,0.0,7.0
ENSE00000522305_031 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,13.0,22.0,32.0,0.0,0.0,0.0,11.0,16.0,1.0
ENSE00000522305_032 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,9.0,19.0,190.0,0.0,2.0,3.0,16.0,16.0
ENSE00000522305_034 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,43.0,2.0,29.0,148.0,0.0,0.0,0.0,53.0,89.0
ENSE00000522305_035 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,380.0,0.0,86.0,0.0,0.0,52.0,0.0,9.0,0.0
ENSE00000522305_036 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,59.0,2.0,10.0,0.0,0.0,30.0,0.0,15.0,0.0
ENSE00000522305_038 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,33.0,97.0,0.0,0.0,0.0,12.0,73.0
ENSE00000522305_039 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_040 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000522305_042 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSE00000522305_043 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,5.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0
ENSE00000522305_044 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,2.0,0.0,182.0,0.0,1.0,1.0,8.0,22.0
ENSE00000522305_046 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,7.0,113.0,0.0,0.0,0.0,3.0,10.0
ENSE00000522305_047 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,1.0,18.0,69.0,0.0,0.0,20.0,85.0,267.0
ENSE00000522305_049 mut chr1:201027498-201027667 strand=-1 len=38.84.48,0.0,0.0,0.0,2.0,49.0,0.0,0.0,0.0,1.0,6.0
